Volksabstimmung vom 03 M�rz 2013;Abst.-Nr.;569;
Bundesgesetz �ber die Raumplanung;
2306;Bezirk Leuk;8811;6727;76.3;6565;1172;5393;17.9;
2307;District de Martigny;26103;17982;68.9;17650;3421;14229;19.4;
2308;District de Monthey;25408;14689;57.8;14266;3746;10520;26.3;
2309;Bezirk Raron;8162;5660;69.3;5580;970;4610;17.4;
2310;District de Saint-Maurice;8165;5502;67.4;5346;1141;4205;21.3;
2311;District de Sierre;27823;20103;72.3;19758;3783;15975;19.1;
2312;District de Sion;27620;19459;70.5;19264;4069;15195;21.1;
2313;Bezirk Visp;18525;12209;65.9;11965;1923;10042;16.1;
2401;District de Boudry;25289;11512;45.5;11234;7339;3895;65.3;
2402;District de la Chaux-de-Fonds;23565;8450;35.9;8235;6193;2042;75.2;
2403;District du Locle;9586;3792;39.6;3699;2486;1213;67.2;
2404;District de Neuch�tel;32261;14699;45.6;14231;9594;4637;67.4;
2405;District du Val-de-Ruz;10973;4736;43.2;4620;2940;1680;63.6;
2406;District du Val-de-Travers;8566;3046;35.6;2974;1894;1080;63.7;
2500;Canton de Gen�ve;222221;105515;47.5;99943;57243;42700;57.3;
2601;District de Del�mont;25030;10151;40.6;9850;6407;3443;65.0;
2602;District des Franches-Montagnes;7631;3118;40.9;3025;2002;1023;66.2;
2603;District de Porrentruy;18350;7185;39.2;7002;4074;2928;58.2;
